comment,evaluation
布置了三次作业，都是课后布置下一次来了交。最后考试开卷，但是不能联网，还专门分成两个教室，一教室俩老师监考=，=老师还是很认真讲课的（然而我并没有去过几次）最后考试要去拷PPT，2个小时9道问答题，前5、6道还正常都是PPT上的，后面几道题就不知道什么鬼了...最后给分85,medium
中间交过一次作业，考试很简单，给分不错,bad
多位教师轮流授课，特别喜欢于小曼老师,good
不错,bad
一个团队的老师交替上课，等学到一点东西但有的老师讲的很粗糙，给分还可以。,medium
老师讲的好，跟分一般,good
很水,good
有好几个老师共同授课，考试开卷,medium
讲课每次不同老师。挺有趣味，考试太水。,medium
给分好像很多90，但我88...虽然没上过几次课,medium
开卷考，不怎么点名,medium
最后交论文，中间会有作为作业的问题,bad
这个课的论文不要百度啥的，，会得零分的，血泪教训啊！！！！！！！！！！！！！！！！,good
不要上这个课，给分真的很辣鸡，签到方式奇葩,bad
老师要求很严格，也很看中平时分，基本每节课会点人起来互动记名字,medium
第一次课就会点名，而且只点了这一次,good
不点名，期末论文,medium
无点名,bad
不考勤，老师很好，考核一篇自己的旅游等的经历,good
没点名，论文结课，老师人很好，展示可以不用交论文，给分好,medium
期末一篇论文，课有意思，平时不点名，中间有一次室外课玩游戏,good
给分一般般,good
没点过名，论文写好了就90+,good
每节课介绍一个体育旅游专题，有远足、雪山攀爬、帐篷搭建、自行车等，也会让同学上台展示自己的旅游经历（有加分），课程内容还是挺有趣的。老师偶尔会随机抽院系点名，不过大部分都是一次没点过。中途会有一次类似于团建的课外实践课，期末上交一篇旅游攻略，给分还行。,good
老师讲课一般吧，给分还可以，期末论文,medium
微助教点名，期末开卷,medium
给分一般,bad
不太感兴趣，所以上课也没认真听，最后考试时开卷，还要交一个论文或ppt,medium
一次小组ppt展示，提前给考题开卷考，给分高,medium
每节课微助教签到，平时有一次小组展示，期末考试开卷，总体还不错,medium
手机签到，事情多，给分低,medium
每节课用微助教签到，要做一次小组展示，开卷考试，每节课都去一般90+,medium
挺好的90+,medium
小组展示几乎占了一半的教学时间，期末开卷给分好,medium
微助教签到，内容多，开卷但真的很多！给分好,medium
很好,medium
被卡了····呜呜呜,good
几乎不点名，小组形式讨论以及考勤，中间有写一篇影评，期末一篇成长分析报告。作业都做了并且每次课都去，90+。,good
讲的好，给分真的有点垃圾，如果开心的话，不考虑成绩，好课,good
給分真是太差了,medium
平常好像两次小的课堂作业。课上分组，每组签到，可能考勤也会影响成绩吧。最后论文。给分挺好的,good
老师很好，讲课也很好，能学到东西，就是给分一言难尽。。。。,good
老师很好，给分还可以，中间一次论文，结课一篇论文，课上互动很多，课上会介绍一些心理学概念和相关书籍，还不错。点名一般是抽点。,medium
老师上课会提问题，，给分高，，内容也不错,good
写论文，期间会有一篇感想,good
一篇论文,bad
一篇论文,bad
实践部分结合实例讲得非常有趣，一般是最后几节课必点名，最后考核是交一篇课题有关的论文，时间宽裕，老师很善解人意，最后得分也不错上了90,medium
一篇论文，没有点名，但是会有签到，给分还算可以,medium
前后两个老师，第一个老师声音较小，不点名，第二个老师要求每次课都要签到，考核是交一篇论文，给分较低。,medium
给分很低，慎选,bad
85分还行吧，事情不多,medium
老师不定时点名，交论文，给分80+吧,medium
写论文,medium
炒鸡炒鸡无聊的课，期末论文考核，什么都没有学到，结课90，论文自认为写的不咋的,bad
特别好,good
只要去教室两次mooc授课，只要完成mooc就可以90+,good
千年一遇的良心好课，强烈推荐！先在教室上几节理论课，然后在计算机学院上机，老师人超可爱，把编程讲的非常浅显易懂，每次跟着老师一起敲代码，下课提交就行，不是很难，但一定要专注听课，最后没有考核，看你平时代码就行。有时会留一些扩展的题，都不是很难，这个可以不交。最后得了99，不要太开心。,good
每节课都要交小作业，跟着老师码代码，对于没有基础的学生来说难跟上，但是给分非常好,good
对本人这种文科生来说有点难，第一节课听的云里雾里，上机的时候多研究一下课件，还是可以的。最后95。,good
可以学到一点C#，老师给分很高。,good
最良心的公选，没有之一,good
专业编程，但老师人很好，一步一步带着敲代码，每节课把跟着敲的东西交上去就算到了，其实不交也没事，我交了一半的代码，好多都没编译，最后98.。。。。。。,good
每次上课带着一起写程序，做的程序都很有意思，老师风趣幽默，每次作业都完成就90+啦,good
老师是一个有趣的人，内容实在，每节课都有课堂作业，基本在课上就可以完成，偶尔有课后作业。,good
没有考核，内容很实在，给分就根据平时跟着老师敲的代码，分超好,good
只有最后一节课签到，平时每节课有作业（其实是跟着老师把代码敲一遍），只要每次作业都交到位了期末就是90+，最良心公选之一,good
给分好，作业多,medium
看了几次电影，课是挺有趣的，本来想学点做简单动漫视频的，但是没学到干货，基本全在画画，分很高,good
画画课，总的来说给分可以，但是只要作业都做了，给分就很高,medium
讲课水平非常一般，但是每节课几乎都有作业，共计写过三篇三千字文章和画过七八张分镜（每张有五个格子）唯一优点给分好,bad
作业挺多的，让写故事，画分镜，感觉没学到什么，但是给分很好,medium
不要被这门课的名字迷惑，其实就是画画课！事情超多，要写观后感，编故事，画分镜，比我专业课的作业还多，手残党就不要选了，画画伤不起。﹏。但给分是真的好,medium
作业特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别特别多,bad
作业多到发狂,medium
每堂课必有作业，老师自己也不清楚布置了什么作业，比较混乱,medium
课程作业特多，给分还挺高的,bad
一次展示，每次课传名单签到，最后一篇论文，给分90+,medium
签到是表格签到，课程还是有点干货的，作业是分组完成展示。,medium
签到是手写穿表，课程内容有点无聊，但是作业认真做分数就很好,bad
期末开卷考试，题目都会事先给出，自己选着答题；还有一篇论文，是看一个纪录片互联网时代的观后感。老师很好，嘴上说点三次名却一次没点，给分85+,medium
平时基本不点名，考试四道大题，你会提前知道题目,medium
期末是出题，可以提前写，当场抄上去。,medium
有平时作业，最后开卷考试，给分85左右，，讲课比较有趣,good
不点名，期末是提前出些题，从这里面选几道，开卷，不准用手机,medium
上课不点名，考核方式是期末不带手机开卷现场写论文，老师很棒hhh就是卡了绩点，算了甘愿吧,good
考核方式要交一篇小论文当作业，期末说是开卷考试，其实之前就告诉题目了，可以提前准备，分数90,medium
平时上课就根据PPT上的内容讲，老师还是十分幽默的，经常分享他对于一些社会问题的看法。期末有一篇论文，还会有开卷考试，考前会把题目告诉我们，给我们时间查资料。给分还好，我有85+。,medium
两篇命题论文，上课就基本对照ppt讲，会放纪录片视频，中间有一次是在清明放假前一天点的名，不过后来没有作数，给分还好吧，高分比较难，过一般是没问题,medium
上课用的教材很经典，，老师讲得也还好，，但给分很一般...........................................................................................,medium
大学唯一一门挂掉的课~,medium
没好好听课，，，，给分不高,medium
平时会布置一些作业，期末有考试，很少点名，但如果没有学过乐器并且还不去上课，期末多半要挂,medium
不上课的话，考试可能是过不了的,medium
旷了两次课就跟不上了，最后七十多分，不过老师讲的还好,good
考试可以看任何资料，可以悄悄玩手机,good
有课堂测试，期末笔试可以带笔记，蛮难的,medium
偶尔作业，考试是笔试，还是有一定难度的,medium
哎，我也不知道吧，感觉期末考试也不难，照着书感觉都挺对的，给分贼低，伤心难过,good
上课是很有趣的，偶尔会有作业，作业就是考勤。给分的话真的不高~没有乐理基础的慎选,medium
有很多作业要小组展示,medium
课有点无聊,bad
课很无聊，给分一般,bad
还可以吧，每节课都去了，遇到了很多有想法的同学。期末一篇企划书一篇心得，很认真地写了但是只有87...同组另一位88...给分有一点点迷,medium
老师讲的一般，中间有小组任务，给分很一般，就不知道她是怎么给的，会请外面的大大来开讲座,bad
点了几次名，有几次小组展示，还要写创业计划书，课程中间小组任务比较多，结课写论文。老师讲的一般，但给分很高。,medium
点了两三次名，小组展示+课程心得，课堂内容挺一般的...,medium
给分蛮好的，作业需要小组讨论完成，制作一个创业案例，结课的时候需要写心得。总体比较轻松，课名称吸引人，但是老师讲得不够吸引人。,medium
给分过得去，考核只是一次小组展示+论文。偶尔点名一两次。这学期请过一次douyu的高管来课堂分享。平常上课比较无聊，老师对互联网什么的似乎不是太懂。,bad
每次上课打牌，很有意思,good
最后联系桥牌写论文，有字数要求,good
"<script>alert(""老师很有人格魅力，最后结课当场写一篇论文"")</script>",good
没怎么去过，最后一篇论文,good
上课就是前两节课和牌友（固定牌友）打牌，后一节课老师讲课，，挺有意思的，期末是当场写一篇1500字的论文,good
课很好，老师很好，周围同学分不错，但是我为啥得了82，很气，很气,good
半节课打牌半节课上课，期末考写作文，挺有趣的,good
好！,good
这个牌比较难打，但是会打了很有意思的，85+,good
蹭分首选，若对桥牌有兴趣更好,good
从不考核，除了前一两次课，几乎每堂课都会有笔头作业。期末考试上机考试，但是教室有网，可以查答案，老师坐第一排从不巡视后面。非对Java有了解的不建议选。,medium
点了一次名，考试时也点了一次，开卷可以上网查，但还是要有点基础，不然懵逼,medium
上课还行。老师喜欢下雨/人少的时候点名。,medium
分不高,bad
期末交论文，老师人很好,medium
老师授课质量很不错，当堂会放一些视频。只去了一次，论文认真写拿到90,good
业界良心，老师好人一生平安,medium
老师人很好，虽然没多少人听，还是讲的很认真,good
老师讲的很详细，适合入门。,medium
三次作业，给分高,good
这门课还是比较适合初入编程的小白的，我是软件工程的，做起来难度一般，有三次作业，还是能学到不少东西的,good
三次作业，不认真听课的话还是有点困难，最好要有点基础吧。认真听课还是会有基础的,medium
三次大作业，最后做一个记事本，能学到东西,good
没点过名，有三个小作业，最后一个占比最大，三个小作业做好就可以了（自己去找老师给的程序中的问题，就可以很轻松上90）,medium
几次作业，别的课忙的话还是要花点时间,good
三次大作业,medium
都还挺好，问题是最后三次作业感觉做的可以了，为啥没到90呢……,medium
交三次编程作业，一次比一次难，有基础会简单点，没基础上课好好听吧,medium
经常微助教，填写问卷，期末论文，给分一般,medium
多个老师授课，但是老师讲课水平参差不齐。表扬白姓某老师,medium
一共点两次名，以交课堂小问题的形式，给分一般，期末开卷可带手机电脑,medium
给分不高,medium
课程内容挺枯燥的，慎重选择。,medium
一般吧,medium
小组展示+论文，，，给分感觉还行，，花点时间能上90,medium
本系的老师，最后的展示比较要求高嗯。。。。,medium
考核方式是小组一起做一个ppt展示并且写论文只要你认真，给分很好的,medium
作业很难，期末还有小组展示！！,bad
小组展示加论文，给分不高，每节课按照学院点名,medium
小组展示+结课论文1000字左右作为文科生，实在听不懂(=_=)每节课都到了，然而给分超级低。,medium
每节课都要讲东西然后下次课就上机做交作业，所以虽然不点名但是不听课就不会做作业，最后一个独立flash动画,good
很好,good
老师讲课很清晰，，，学的也很轻松，，上机课的话每次完成一个小作业，，期末独立完成一个作品，，，给分很高,good
期末一次作业，课上老师现场打分，基本按要求来上90没问题，但必须上课去听，宋老师很漂亮，人很好,good
挺好的，一步步教，最后交个小视频，很简单的。,medium
给分特别高，虽然学的东西很多都忘了，但是比PS教的好多了，比较认真有耐心，老师激萌,good
老师好，挺好的的，好喜欢(^ω^),bad
老师教的东西很基础也很简单，一步一步教很好上手，平时小作业也很简单，但是每节课都有随堂作业要提交，（去不了的也可以请人代交或者回去自己做）最后结课考一个flash制作，结合平时学的不难，分数90+,good
老师人很nice，上课炒鸡耐心！！,good
基本每节课都有小作业，最后期末考试交一份大作业和小测验，从来不点名,good
给分很低，慎选,medium
讲课很有意思，会拿现实案例来讲，就是给分有点低。。。。,good
中间写过几次推断死因。最后一次我推断的结论是对的，原因也不少，不懂为什么给分这么低,medium
挺好的，但为啥给分这么不好？我小测写的挺好啊,good
会有课堂小测，期末论文，挺好玩的,good
不点名，给分一般，讲的很有趣很好。适合对法医有兴趣的同学。,good
非常喜欢的一门课，老师讲课也很棒，给分也不错，平时不点名中间一次考核结课是论文，推荐。,good
不点名，写论文，中间有次课堂小作业，写推断死因。,good
讲课不错，但是最后成绩出来想不出为什么那么差。,good
冲着课程内容去的，老师讲得也挺有意思。除了ppt，还会讲一些他在工作中的经历与大家分享。中间有一次作业，期末交篇感想或者案例分析，给分83，给分一般，但是内容不错！,good
两次作业，期末开卷，给分还行,medium
每一次认真完成作业，期末87，，无聊,bad
考试小有难度，平时作业小有难度，不点名，给分不错,bad
有期中作业，做几道计算题，给分不错，从不点名,medium
中间有一次点名，时间不固定，就那一次我刚好逃了。。。。考试可以带电脑，考的东西都是ppt上的，中间有三次作业，前两次还行，最后一次非常难，以上,medium
卡了我绩点。。期末考试不难纯理论，平时有两次计算题作业,bad
给分挺好的，可代签，期末考试开卷抄ppt就行，有两次作业，课下做不用去,medium
中间两次作业，对不喜欢数学的人来说有点吃力；最后开卷考试,bad
开卷考试,medium
期末开卷考试，比较难找答案，上课挺无聊，每次都去88分,bad
点过几次名，有过随堂测试，中间要看网课做题，期末开卷，,medium
开卷考试，会有拓展性题目，最终分数由课上测验，小论文或PPT展示和期末卷面组成，内容有趣，从未缺课，但是给分是三门里最低的,medium
点名是硬性的，但是老师很随和，开卷考试，樱花节的时候会带学生去认识珞珈山的植物，蛮好玩的,medium
每节课用微助教签到，还有几次随堂测试，期末开卷。,medium
别选。。。,medium
挺好的,good
谢老师超nice的。和蔼可亲，还会带着我们出去认植物，现在武大的植物都能认个差不多了~然后下学期又选了他的基础生物学实验哈哈,good
期末开卷~需要在结课前写篇小论文或者是做一个小展示，有时会在微助教上做几道选择题，还有慕课算作补考勤的一部分成绩。老师讲课很有趣！！,good
会有随堂测试来代替点名，会有一个周末带同学们在学校里走走认各种植物，期末做一个pre，考试开卷，我得了90+，但是周围两个朋友感觉学得比我认真，却没上90。。,good
随堂测验有几次，加上了网上课程，期末一次展示一个小论文，考试开卷，90+,good
两次作业，小组展示，期末试卷,medium
老师讲的特别好，最后是一个问卷调查，还有一个比较简单的试卷，大体上没什么压力,good
交论文，要查重，给分可以,medium
讲的很好，期末交篇论文，平时有些课堂作业,good
还不错吧,medium
给分很好，老师人也不错,good
老师人很不错，讲的也不错,good
期末是调查问卷➕考试,good
老师讲的很好，很有意思的一门课，期末当时是一篇报告,good
每节课都要写些东西，不知道算不算变相点名，期末交的东西必须自己写，老师会拿去查重，最后85+,medium
老师很好，轻松过关,good
事巨多，各种展示课堂小作业加课堂感想，最后还有考试,bad
花式点名，花式作业，不过最后给分蛮高，95。感觉平时点名都是纸老虎。,medium
事情有点多，有考试有ppt,medium
老师讲课很有趣，的确是会学到很多东西！一次小组展示，期末开卷，但是给分不是很好,good
作业没有，就是老师上课会抽人起来回答问题，然后期末的时候，回答问题的同学都有加分，有期末考，开卷，,medium
给分挺好的，小组展示一次，期末开卷考试，课堂小作业几次,medium
课上得有点烂，给分也不够好,bad
小组展示一次，点名2-3次，课堂小作业2次，期末开卷考试。给分不错，98,medium
88分，开卷考试,medium
签到表签到,medium
666,medium
完全的水课,good
每节课签到，但给分很好,good
给分超级好，期末一篇论文,good
老师人不错啦，点名很水，论文也好写,good
平常签到。只有一篇结课论文，老师还说不建议超过两页纸。,good
不太喜欢老师讲课，很无聊，还有口头禅听着很不舒服。最后交一篇论文。,bad
每次签到，最后写一篇论文。90+,medium
老师讲课真的很无聊，但是给分好。期末交论文，手写有加分，90+,bad
能学到知识，给分也不错,good
还行,medium
操作特别好玩，很实用的一门课，不过想上90还是需要自己钻研,good
两个实验报告与上机测试，老师人很好，认真一点很容易90+,good
超级超级好的一门公选，教你用图像软件，在这个课学到了一些ps，态度认真的话可以轻轻松松90+,good
老师人很好，对于到课与否的要求非常宽松，只要期末两篇小论文和期末上机测试（考CorelDRAW）好好搞基本上就是90+，平时上课由老师在教室电脑上演示软件操作方法，有一点这类软件基础的话会觉得很简单，老师讲得也很慢很详细，总体感觉是很轻松，不用着急但能慢慢学到东西,medium
阔以,good
期末上机考试，用cdr画图，有点困难，不过如果你会用ps设计漂亮的logo会有加分，我当时考试那天给老师看了我自己设计的logo，最后90,medium
给分还可以,good
随机点名，上课中规中矩,medium
期末论文加实习课作业，简单，不多,medium
给分不错，期末是写论文加一个自己的作业,medium
考核交了论文和实习报告,good
中规中矩的课，只要实验课好好做，给分不错,medium
老师给分很高，平常点名少,medium
我是遥感院的，期末需要结合自己的专业在遥感领域的创新与应用写一篇论文，我......，没有满绩很意外，上机比较有趣，运气好可以接触到3D打印机,medium
很有趣的一些知识，不过入门刚好,medium
上理论课不点名，但有上机课，要签到，讲的东西还是比较实用的，给分一般,medium
小组展示,medium
基本上都是辅导员来讲的，除了朱俊勇老师讲的不错，其他基本上照着PPT读一读吧，老师们都没有创业经验，也不能太为难他们。给分一般般，基本上80多居多,bad
董芳教的，每次点到都在期末认真复习认真答卷只有80，建议不要选，讲课也挺无聊的，就这吧,bad
零基础好好学期末可以90+，闭卷，查学生证。每节课提问代替点名。最后也就学到会发音，会自我介绍，会问时间的水平。,good
很有意思的课。,good
老师超级niceeee！！！,good
期末论文，不点名90+老师超nice,good
讲课很有意思，给分很好,good
讲得很好玩超级推荐！,good
老师很有趣，期末交个创意报告,good
期末论文，老师很好,good
给分好，讲得好，点名基本上毫无压力,good
老师上课很有趣，期末写论文，给分很棒,good
老师人很好，nice！给分也很高,good
老师讲课挺好就是有点无聊，开卷考试，上课还是要听,medium
6周课第六周考试，交3次作业..........还是可以学点东西，但是挺无聊的,bad
平时不点名，期末开卷考一张卷子。,good
不点名，ppt讲课，两篇论文一次期末（开卷），给分80+……,medium
平时有三次作业，期末开卷考试，总体比较有意思，好好做作业答题就90+,medium
给分一般,medium
不点名，课比较无聊，开卷考，内容基本都是老师讲课PPT上的，给分一般,bad
一般般85+没问题,medium
一共三次课后作业，可以补交，邮箱电子版，期末自己打印ppt开卷，88,good
挺有趣的,good
给分不好,medium
上课讲PPT，老师很认真。最后开卷考试，认真抄书就能九十多,good
老师讲课挺有意思，最后是开卷考试简答题，有高中知识基本没问题，准备几本书，最后90+没压力。,good
开卷考，给分很好,medium
考试是开卷考试，平时讲课还是比较有意思的，老师也很好，基本不怎么点名...给分真的很好啊，我觉得我写的没有特别好还是90+，真的很棒了。,good
开卷，有一节期末复习课，期末考的简单（对理科生来说），带的资料也没什么用，随便写写就好啦。平时喜欢按院系点人回答问题，不过我全去了也没点我orz,medium
开卷考试，感觉讲的东西中学都学过，考试的话带几本高中生物书以及一本人类生物学就可以轻松过90啦。,medium
感觉跟高中生物差不多...期末考核是开卷考试的形式，最后一节课老师会梳理一下课程的重点，临考前百度一下相关知识点打印出来，考试直接誊写就是了，给分还不错，最后90+,medium
考试有难度，给分还好吧,good
从不点名，但是讲到老师认为和某个专业有关的问题的时候会点那个专业的学生起来回答，如果恰好不在的话。。。（已有物院同学中枪）。考试前一节课会讲考点，然后要提前多准备参考书,medium
事儿挺多，给分挺差,medium
学到很多..但给分真的低..有篇论文，考一两次试，最后一堂课去医学部做实验,good
要交一篇论文，有几次小测验，会有机会去医村看大虫子，给分一般,medium
内容很需要学习，但给分不咋地,medium
給分好低,medium
没有什么好说的，想学知识可以看书可以去蹭，但绝对不要选，给分超低,bad
上课会放很多寄生虫的图片，需要心理承受能力比较强的，会有小考，考的是上课教的，放题速度比较快，来不及用手机查，期末交论文，给分不高,good
考考考，大论文，略坑,medium
平时有小作业，考试，上课内容恶心给分真尼玛低74分见鬼去吧,bad
给分低,medium
期末交个大作业，平常不怎么点名,medium
ps大作业结束，都是上课讲的内容，上课认真听的话比较简单~给分不错，上台展示90+,medium
教一点ps的使用方法，期末教十几道作业，给分85+,medium
一般般，学不到特别多东西,medium
老师很棒，,good
最后要交作业，有一些是上课学到的,medium
抽查点名，期末交ps作业,medium
交作业就好啦稳，能学得东西不多，93,medium
考试交ps作业，上学期没点过名,medium
老师很好，轻松过关,good
要做团辅，第一节课分组，还要小组做影评展示PPT，要去中南老干科或者养老院，要写心得。均分90+,medium
平时是分小组回答问题，玩游戏什么的，平时不点名，因为大家一般都会到，最后给分是根据小组一起准备的一次观影的PPT，还有实践的感受，还有一个论文好像，给分很好。,good
绝对90+,good
上课会分小组做各种游戏，要课下看部电影之后有小组展示，最后一节课最好到，会签到，而且对平时分影响很大,good
很好的一门课哦，推荐单身的童鞋去，有惊喜哦,good
压力不大，本部的同学不嫌烦可以经常去听,medium
平时没有作业，单堂课程内容结束就下课（所以往往上不到两节课那么久）印象中也没点过名，期末一篇论文，好好写基本90+没有啥问题，会换不同的老师讲课，几个老师人都挺好的，中间有一次响应同学们要求讲了点男性生殖相关的内容，总之值得一选（就是悄悄说，我个人感觉在课上听不到什么新内容，可能是专业与之相关的原因吧。）,medium
93，给分很好，内容实用,good
中间交过一次作业，考试很简单，给分不错,bad
多位教师轮流授课，特别喜欢于小曼老师,good
不错,bad
一个团队的老师交替上课，等学到一点东西但有的老师讲的很粗糙，给分还可以。,medium
老师讲的好，跟分一般,good
很水,good
有好几个老师共同授课，考试开卷,medium
讲课每次不同老师。挺有趣味，考试太水。,medium
给分好像很多90，但我88...虽然没上过几次课,medium
开卷考，不怎么点名,medium
第一次课就会点名，而且只点了这一次,good
不点名，期末论文,medium
无点名,bad
不考勤，老师很好，考核一篇自己的旅游等的经历,good
没点名，论文结课，老师人很好，展示可以不用交论文，给分好,medium
期末一篇论文，课有意思，平时不点名，中间有一次室外课玩游戏,good
给分一般般,good
没点过名，论文写好了就90+,good
每节课介绍一个体育旅游专题，有远足、雪山攀爬、帐篷搭建、自行车等，也会让同学上台展示自己的旅游经历（有加分），课程内容还是挺有趣的。老师偶尔会随机抽院系点名，不过大部分都是一次没点过。中途会有一次类似于团建的课外实践课，期末上交一篇旅游攻略，给分还行。,good
老师讲课一般吧，给分还可以，期末论文,medium
给分还不错。,bad
水课必选。从不点名，但是上课其实也还行。期末一千字小论文。给分很好。,medium
这个老师讲课非常无聊，打着讲视觉艺术的名号介绍风水，对西方艺术有极大偏见，期末考试是要赏析他自己的画，还鼓励学生靠把赏析他画作的文章放到网站上来加分，总之就是不要选！！！,bad
水～,medium
粁论文,good
不点名，上课还好，考试论文无压力，给分很好,medium
会讲各种美的东西，很有趣,good
不点名，期末交论文，给分90+,medium
论文考核，上课就欣赏电影以及瓷器？？电影有意思的。平均给分较高，但我的不高,medium
其实是基础美术审美欣赏课，看了很多电影，其实讲得还可以，最后作业，轻松90+,medium
要交几篇小论文，最后闭卷考试，但是要考的内容会说，背下来基本上就没问题了，很简单,medium
老师课讲的还行，最后闭卷考试会画重点，给分很好,medium
没有基础又没有自学能力的人慎选，老师给分很好，关键还得自己努力多敲代码,good
没有c++基础千万不要选，难,medium
非理科还是不要选了，太难了,medium
每节课微助教签到，有时会有课堂检测，三次作业，但是认真学能学到很多，给分也很好,medium
每节课都要签到，用微信公众号，考核有三次上机作业和结课程序设计，学的不难，分数跟你每次作业完成的速度跟程度给分，选的话一定要认真学,medium
讲的可以，有三次小练习，最后小组展示，有一定的难度，平时需要认真学，至少需要有一些功底,good
考核以项目为主，作业难度不高，还是能学到东西，但是需要自己花时间做项目,medium
90,medium
93,bad
课程作业非常多上课经常签到……老师很认真负责能学到很多东西，就是略累,good
每次上机写作业，没有期末（大概,medium
老师很可爱，讲的也很基础，如果真的想学习C语言建议选专业课或者自学,good
每次课都会有上机作业，当然也可以后补，老师讲课很温柔，讲的也比较细，期末会有一次测验。认真听，是可以学到不少C语言基础知识，收获也是蛮大的，给分也很好，我记得我拿了99分,good
就是每次的上机作业和期末测验~老师会一点点教~也可以抱大腿~只要作业做完了给分就很好,medium
老师很好呀,good
总体感觉还不错！,medium
每节课都要做小作业，其实不会的话可以找同学帮忙，老师人很好，96分,medium
每节课都要上机训练,medium
老师人超级无敌好,medium
给分贼好,medium
老师给分超好，开卷考试,good
老师很认真负责，特别好，给分也巨好,good
平时会有小作业，老师人很好，期末就是平时作业的合集,medium
老师特别好,medium
每节课都有小任务最后合在一起变成最终任务，照着做就ok,medium
大学唯一一门挂掉的课~,medium
没好好听课，，，，给分不高,medium
平时会布置一些作业，期末有考试，很少点名，但如果没有学过乐器并且还不去上课，期末多半要挂,medium
不上课的话，考试可能是过不了的,medium
旷了两次课就跟不上了，最后七十多分，不过老师讲的还好,good
考试可以看任何资料，可以悄悄玩手机,good
有课堂测试，期末笔试可以带笔记，蛮难的,medium
偶尔作业，考试是笔试，还是有一定难度的,medium
哎，我也不知道吧，感觉期末考试也不难，照着书感觉都挺对的，给分贼低，伤心难过,good
上课是很有趣的，偶尔会有作业，作业就是考勤。给分的话真的不高~没有乐理基础的慎选,medium
给分低,medium
给分好,medium
给分还行吧,medium
小组展示加结课论文，给分还行,medium
一共点了两三次名，没有作业，有一次课堂小组展示和一片论文，给分比较严格,medium
抽查点名，尤其到了第三节课要做一个展示论文结课给分很一般,medium
考试开卷，不过得分略低,medium
开卷考试给分好,medium
给分不错，考试开卷,bad
缺一次考勤十分,bad
讲的很有意思，随机点名，期末论文一定要自己写，给分很好,good
给分超好，课也很好,good
一次小组展示，期末论文,good
随机点名，期末交论文,medium
几次点名，期末论文,good
好,medium
给分真的很好，但是讲的可能一般,good
小组展示，论文，给分好,medium
三次随机点名，期末论文，最后90+,medium
老师太认真了,medium
学过德语的毫无压力，一篇小作文自我介绍，期末考试很简单，老师很好,good
老师很可爱~,medium
学过德语的很方便，可以直接跟老师说自己学过，不用去上课，最后分数完全靠作文和期末试卷。没有基础的平常听课，把给的范围背了就行，得分在80+,good
好,good
给高分，值得选。,medium
是一个研究生小哥哥上课，讲的很棒，最后考试也很良心！,good
中间有一次自我介绍，期末考试完全按卷面给分，真的很低很低！！！还有人挂了的，拉绩点飞起啊！建议有基础或者非常感兴趣的人选，不然还是算了,bad
考试是全德语的试卷。,medium
给分很低，70+左右，如果只是为了拉绩点建议别报，她还会挂几个同学，而且老师性格很奇怪，会莫名其妙的发火。,medium
挺好玩的,good
用随堂小测代替签到，最后一篇论文，给分还行,good
每节课变相签到，最后交一篇论文,medium
每节课小测试代替点名，结课论文,good
每节课最后都会有随堂测试，是上课讲的东西，变相签到吧，最后期末交一篇论文，每节课都到，83分,good
上课内容确实比较无聊，每次都要交个课堂作业算作点名，不过考试是论文，随便写写，90分上下还算容易。,medium
每节课必有考试，考的都是当次课所讲内容。结课是论文，没有考试,medium
我是选的一学分的（2学分会有小组展示）。每节课快下课会有一个问题，需要写在纸上，有时候百度不到需要认真听课，答案多以人名为主，可边上课边记或拍ppt。没有作业，最后交一篇论文。给分还可以，88,medium
老师很好，但是不擅长还是不要上了给分一般,good
老师超棒，就是学街舞分组考核，给分90*,good
事多，给分的话我自己不算差,bad
事情稍微有点多，坚持下来给分不错,good
有一次小组课堂展示，期末还有一次闭卷考试，考试前老师发背诵资料，大概几页的样子，考试就是默写，记性不好或者懒得花时间背的就算了。。。,medium
几次作业，两次点名，期末闭卷考试，事儿有点多，但是给分很好,medium
老师人超好的，几次小作业，小组展示加最后期末闭卷，给题库，只要认真背了就能拿高分。,good
闭卷考试，给分可以,medium
老师很和蔼幽默，就是有作业闭卷考，不过给出考试范围，提前背一下就可以,medium
老师很负责任，讲课内容也很好，就是作业有点多,good
交几篇小作业，最后好好背提前给的期末考试题库就能90+,medium
交作业、闭卷考,medium
只要最后作业用心，老师不吝惜高分，第二门满分的课,medium
老师讲课很随性，挺有意思。考核是期末交一篇文章。,good
平时不考勤，最后交一篇论文就可以，形式比较随意，给分也还可以,medium
好课，甚至会讲PS主要功能的原理，学到很多东西,good
老师讲得很细致,good
教ps特别好，给分90,good
每节课有小作业，上课认真记步骤轻松完成，期末是综合大作业,good
每节课都会布置作业，但是可以后面再补。感觉这门课的实操性比本人图文设计专业课都强，可以学到Ps的很多基础知识，对以后提高和创作有很大的作用。,good
想学ps的同学一定要选，平时有小作业，期末大作业。能学到很实用的ps技术。90+,good
给分高每堂课有作业,medium
老师人很好,medium
有点难，但是很有用，老师超级好,good
每节课都有作业，相当于点名了，期末是自己上交一个作品，也挺简单，给分不错,bad
简单，开卷，高分，大家都懂,good
